divergence_id,corpus,locator,book,ambuda_reading,current_smith_reading,adjudication_status,provisional_rule,required_evidence,evidence_acquisition_route,purchase_or_contact_url,next_action
DIV-RAM-011,ramayana,2.37.28,2,तं राममेवानुविचिन्तयन्तं समीक्ष्य देवी शयने नरेन्द्रम् / उपोपविश्याधिकमार्तरूपा विनिःश्वसन्ती विललाप कृच्छ्रं,तं राममेवानुविचिन्तयन्तं समीक्ष्य देवी शयने नरेन्द्रम् / उपोपविश्याधिकमार्तरूपा विनिःश्वसन्ती विललाप कृच्छ्रम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-012,ramayana,2.48.32,2,प्रभातायां रजन्यां तु भरद्वाजमुपागमत् / उवाच नरशार्दूलो मुनिं ज्वलिततेजसं,प्रभातायां रजन्यां तु भरद्वाजमुपागमत् / उवाच नरशार्दूलो मुनिं ज्वलिततेजसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-013,ramayana,2.49.9,2,तौ काष्ठसंघाटमथो चक्रतुः सुमहाप्लवम् / चकार लक्ष्मणश्छित्त्वा सीतायाः सुखमानसं,तौ काष्ठसंघाटमथो चक्रतुः सुमहाप्लवम् / चकार लक्ष्मणश्छित्त्वा सीतायाः सुखमानसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-014,ramayana,2.54.7,2,विजनेऽपि वने सीता वासं प्राप्य गृहेष्विव / विस्रम्भं लभतेऽभीता रामे संन्यस्त मानसा,विजनेऽपि वने सीता वासं प्राप्य गृहेष्विव / विस्रम्भं लभतेऽभीता रामे संन्यस्तमानसा,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-015,ramayana,2.54.11,2,तद्गतं हृदयं ह्यस्यास्तदधीनं च जीवितम् / अयोध्यापि भवेत्तस्या राम हीना तथा वनम्,तद्गतं हृदयं ह्यस्यास्तदधीनं च जीवितम् / अयोध्यापि भवेत्तस्या रामहीना तथा वनम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-016,ramayana,2.54.13,2,अध्वना वात वेगेन संभ्रमेणातपेन च / न हि गच्छति वैदेह्याश्चन्द्रांशुसदृशी प्रभा,अध्वना वातवेगेन संभ्रमेणातपेन च / न हि गच्छति वैदेह्याश्चन्द्रांशुसदृशी प्रभा,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-017,ramayana,2.57.28,2,स मामुद्वीक्ष्य नेत्राभ्यां त्रस्तमस्वस्थचेतसं / इत्युवाच वचः क्रूरं दिधक्षन्निव तेजसा,स मामुद्वीक्ष्य नेत्राभ्यां त्रस्तमस्वस्थचेतसम् / इत्युवाच वचः क्रूरं दिधक्षन्निव तेजसा,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-018,ramayana,2.58.14,2,गत्वा नद्यास्ततस्तीरमपश्यमिषुणा हृदि / विनिर्भिन्नं गतप्राणं शयानं भुवि तापसं,गत्वा नद्यास्ततस्तीरमपश्यमिषुणा हृदि / विनिर्भिन्नं गतप्राणं शयानं भुवि तापसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-019,ramayana,2.58.23,2,रुधिरेणावसिताङ्गं प्रकीर्णाजिनवाससं / शयानं भुवि निःसंज्ञं धर्मराजवशं गतम्,रुधिरेणावसिताङ्गं प्रकीर्णाजिनवाससम् / शयानं भुवि निःसंज्ञं धर्मराजवशं गतम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-020,ramayana,2.62.13,2,अभिकालं ततः प्राप्य तेजोऽभिभवनाच्च्युताः / ययुर्मध्येन बाह्लीकान्सुदामानं च पर्वतम् / विष्णोः पदं प्रेक्षमाणा विपाशां चापि शाल्मलीम्,अभिकालं ततः प्राप्य तेजोभिभवनाच्च्युताः / ययुर्मध्येन बाह्लीकान्सुदामानं च पर्वतम् / विष्णोः पदं प्रेक्षमाणा विपाशां चापि शाल्मलीम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-021,ramayana,2.63.11,2,स्वप्नेऽपि सागरं शुष्कं चन्द्रं च पतितं भुवि / सहसा चापि संशन्तं ज्वलितं जातवेदसं,स्वप्नेऽपि सागरं शुष्कं चन्द्रं च पतितं भुवि / सहसा चापि संशन्तं ज्वलितं जातवेदसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-022,ramayana,2.63.13,2,पीठे कार्ष्णायसे चैनं निषण्णं कृष्णवाससं / प्रहसन्ति स्म राजानं प्रमदाः कृष्णपिङ्गलाः,पीठे कार्ष्णायसे चैनं निषण्णं कृष्णवाससम् / प्रहसन्ति स्म राजानं प्रमदाः कृष्णपिङ्गलाः,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-023,ramayana,2.64.23,2,रथान्मण्डलचक्रांश्च योजयित्वा परःशतम् / उष्ट्रगोऽश्वखरैर्भृत्या भरतं यान्तमन्वयुः,रथान्मण्डलचक्रांश्च योजयित्वा परःशतम् / उष्ट्रगोश्वखरैर्भृत्या भरतं यान्तमन्वयुः,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-024,ramayana,2.65.27,2,तां शून्यशृङ्गाटकवेश्मरथ्यां रजोऽरुणद्वारकपाटयन्त्राम् / दृष्ट्वा पुरीमिन्द्रपुरी प्रकाशां दुःखेन संपूर्णतरो बभूव,तां शून्यशृङ्गाटकवेश्मरथ्यां रजोरुणद्वारकपाटयन्त्राम् / दृष्ट्वा पुरीमिन्द्रपुरी प्रकाशां दुःखेन संपूर्णतरो बभूव,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-025,ramayana,2.66.2,2,अनुप्राप्तं तु तं दृष्ट्वा कैकेयी प्रोषितं सुतम् / उत्पपात तदा हृष्टा त्यक्त्वा सौवर्णमानसं,अनुप्राप्तं तु तं दृष्ट्वा कैकेयी प्रोषितं सुतम् / उत्पपात तदा हृष्टा त्यक्त्वा सौवर्णमानसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-026,ramayana,2.67.3,2,दुःखे मे दुःखमकरोर्व्रणे क्षारमिवादधाः / राजानं प्रेतभावस्थं कृत्वा रामं च तापसं,दुःखे मे दुःखमकरोर्व्रणे क्षारमिवादधाः / राजानं प्रेतभावस्थं कृत्वा रामं च तापसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-027,ramayana,2.67.8,2,तस्याः पुत्रं कृतात्मानं चीरवल्कलवाससं / प्रस्थाप्य वनवासाय कथं पापे न शोचसि,तस्याः पुत्रं कृतात्मानं चीरवल्कलवाससम् / प्रस्थाप्य वनवासाय कथं पापे न शोचसि,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-028,ramayana,2.70.10,2,एवं विलपमानं तं भरतं दीनमानसं / अब्रवीद्वचनं भूयो वसिष्ठस्तु महानृषिः,एवं विलपमानं तं भरतं दीनमानसम् / अब्रवीद्वचनं भूयो वसिष्ठस्तु महानृषिः,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-029,ramayana,2.85.60,2,कुञ्जराश्च खरोष्ट्रश्च गोऽश्वाश्च मृगपक्षिणः / बभूवुः सुभृतास्तत्र नान्यो ह्यन्यमकल्पयत्,कुञ्जराश्च खरोष्ट्रश्च गोश्वाश्च मृगपक्षिणः / बभूवुः सुभृतास्तत्र नान्यो ह्यन्यमकल्पयत्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-030,ramayana,2.86.4,2,तमुवाचाञ्जलिं कृत्वा भरतोऽभिप्रणम्य च / आश्रमादभिनिष्क्रन्तमृषिमुत्तम तेजसं,तमुवाचाञ्जलिं कृत्वा भरतोऽभिप्रणम्य च / आश्रमादभिनिष्क्रन्तमृषिमुत्तम तेजसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-031,ramayana,2.86.9,2,इति पृष्टस्तु भरतं भ्रातृदर्शनलालसं / प्रत्युवाच महातेजा भरद्वाजो महातपाः,इति पृष्टस्तु भरतं भ्रातृदर्शनलालसम् / प्रत्युवाच महातेजा भरद्वाजो महातपाः,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-032,ramayana,2.90.4,2,तांश्च विद्रवतो दृष्ट्वा तं च श्रुत्वा स निःस्वनम् / उवाच रामः सौमित्रिं लक्ष्मणं दीप्ततेजसं,तांश्च विद्रवतो दृष्ट्वा तं च श्रुत्वा स निःस्वनम् / उवाच रामः सौमित्रिं लक्ष्मणं दीप्ततेजसम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-033,ramayana,2.101.17,2,नैव लोभान्न मोहाद्वा न चाज्ञानात्तमोऽन्वितः / सेतुं सत्यस्य भेत्स्यामि गुरोः सत्यप्रतिश्रवः,नैव लोभान्न मोहाद्वा न चाज्ञानात्तमोन्वितः / सेतुं सत्यस्य भेत्स्यामि गुरोः सत्यप्रतिश्रवः,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-RAM-034,ramayana,2.102.12,2,युवनाश्व सुतः श्रीमान्मान्धाता समपद्यत / मान्धातुस्तु महातेजाः सुसंधिरुदपद्यत,युवनाश्वसुतः श्रीमान्मान्धाता समपद्यत / मान्धातुस्तु महातेजाः सुसंधिरुदपद्यत,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,"Baroda Critical Ramayana Volume II, Ayodhyakanda",PHYSICAL_PURCHASE_AND_SCAN,https://www.bibliaimpex.com/index.php?Field=bookcode&String=44866&format=fullpage&p=sr,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-MAH-001,mahabharata,1.3.16,1,तेनैवमुत्को जनमेजयस्तं प्रत्युवाच / भगवंस्तथा भविष्यतीति,तेनैवमुक्तो जनमेजयस्तं प्रत्युवाच / भगवंस्तथा भविष्यतीति,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,BORI Critical Mahabharata printed parvan 1 with corrigenda and critical notes,INSTITUTIONAL_PERMISSION_OR_PHYSICAL_PURCHASE,https://bori.ac.in/wp-content/uploads/2024/03/List-of-books-with-Author-and-Lanugage.pdf,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-MAH-002,mahabharata,5.160.7,5,भावस्ते विदितोऽस्माभिर्दुर्बुद्धे कुलपांसन / न हनिष्यन्ति गङ्गेयं पाण्डवा घृणयेति च,भावस्ते विदितोऽस्माभिर्दुर्बुद्धे कुलपांसन / न हनिष्यन्ति गाङ्गेयं पाण्डवा घृणयेति च,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,BORI Critical Mahabharata printed parvan 5 with corrigenda and critical notes,INSTITUTIONAL_PERMISSION_OR_PHYSICAL_PURCHASE,https://bori.ac.in/wp-content/uploads/2024/03/List-of-books-with-Author-and-Lanugage.pdf,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-MAH-003,mahabharata,7.17.9,7,तेन शब्देन वित्रस्ता संशप्तकवरूथिनी / निश्चेष्टावस्थिता संक्ये अश्मसारमयी यथा,तेन शब्देन वित्रस्ता संशप्तकवरूथिनी / निश्चेष्टावस्थिता संख्ये अश्मसारमयी यथा,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,BORI Critical Mahabharata printed parvan 7 with corrigenda and critical notes,INSTITUTIONAL_PERMISSION_OR_PHYSICAL_PURCHASE,https://bori.ac.in/wp-content/uploads/2024/03/List-of-books-with-Author-and-Lanugage.pdf,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-MAH-004,mahabharata,7.31.26,7,आसीत्केशपरामर्शो मुष्टियुद्धं च दारुणम् / नखैर्दन्तैश्च शूराणमद्वीपे द्वीपमिच्छताम्,आसीत्केशपरामर्शो मुष्टियुद्धं च दारुणम् / नखैर्दन्तैश्च शूराणामद्वीपे द्वीपमिच्छताम्,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,BORI Critical Mahabharata printed parvan 7 with corrigenda and critical notes,INSTITUTIONAL_PERMISSION_OR_PHYSICAL_PURCHASE,https://bori.ac.in/wp-content/uploads/2024/03/List-of-books-with-Author-and-Lanugage.pdf,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
DIV-MAH-005,mahabharata,7.49.6,7,अत्यन्तशत्रुरस्माकं येन दुःशासनः शरैः / क्षिप्रं ह्यभिमुखः संक्ये विसंज्ञो विमुखीकृतः,अत्यन्तशत्रुरस्माकं येन दुःशासनः शरैः / क्षिप्रं ह्यभिमुखः संख्ये विसंज्ञो विमुखीकृतः,BLOCKED_PENDING_PRINT_EVIDENCE,Preserve both readings; do not silently normalize or select a winner.,BORI Critical Mahabharata printed parvan 7 with corrigenda and critical notes,INSTITUTIONAL_PERMISSION_OR_PHYSICAL_PURCHASE,https://bori.ac.in/wp-content/uploads/2024/03/List-of-books-with-Author-and-Lanugage.pdf,"Acquire the exact printed page and corrigenda, image the evidence page lawfully, and record which reading the edition supports."
